"place","place_label","location"
"http://www.wikidata.org/entity/Q5189628","Croxton","Point(-74.0625 40.7517)"
"http://www.wikidata.org/entity/Q5090024","Chelsea","Point(-74.057 40.754)"
"http://www.wikidata.org/entity/Q5060394","Central Avenue","Point(-74.054 40.738)"
"http://www.wikidata.org/entity/Q3376514","Q3376514","Point(-73.97777778 40.73166667)"
"http://www.wikidata.org/entity/Q1588578","Stuyvesant Town—Peter Cooper Village","Point(-73.977777777 40.731666666)"
"http://www.wikidata.org/entity/Q1544785","Greenpoint","Point(-73.954166666 40.730277777)"
"http://www.wikidata.org/entity/Q1478163","Stuyvesant Square","Point(-73.984 40.7336)"
"http://www.wikidata.org/entity/Q1156938","Alphabet City","Point(-73.978595 40.72606)"
"http://www.wikidata.org/entity/Q1043326","East Village","Point(-73.98158 40.72628)"
"http://www.wikidata.org/entity/Q675391","Little Germany","Point(-73.981388888 40.726111111)"
"http://www.wikidata.org/entity/Q1630163","Vinegar Hill","Point(-73.981086 40.702553)"
"http://www.wikidata.org/entity/Q513254","NoHo","Point(-73.99253 40.72863)"
"http://www.wikidata.org/entity/Q205380","Greenwich Village","Point(-74.001666666 40.733611111)"
"http://www.wikidata.org/entity/Q568572","Nolita","Point(-73.9951515 40.722542)"
"http://www.wikidata.org/entity/Q14706462","Hudson Square","Point(-74.006 40.7268)"
"http://www.wikidata.org/entity/Q201462","Little Italy","Point(-73.997327777 40.719141666)"
"http://www.wikidata.org/entity/Q1511813","Lower East Side","Point(-73.989722 40.717222)"
"http://www.wikidata.org/entity/Q866332","Chinatown","Point(-73.997222222 40.714722222)"
"http://www.wikidata.org/entity/Q1574299","Two Bridges","Point(-73.9969 40.7108)"
"http://www.wikidata.org/entity/Q1264951","Dumbo, Brooklyn","Point(-73.989444444 40.703055555)"
"http://www.wikidata.org/entity/Q766014","Tribeca","Point(-74.0078 40.7183)"
"http://www.wikidata.org/entity/Q223000","South Street Seaport","Point(-74.0033 40.7061)"
"http://www.wikidata.org/entity/Q1131513","Radio Row","Point(-74.012638888 40.710944444)"
"http://www.wikidata.org/entity/Q810961","Battery Park City","Point(-74.015665 40.712687)"
"http://www.wikidata.org/entity/Q3680818","Clinton Hill","Point(-73.965277777 40.689722222)"
"http://www.wikidata.org/entity/Q4937230","Boerum Hill","Point(-73.984444444 40.685)"
"http://www.wikidata.org/entity/Q2159619","Prospect Heights","Point(-73.969444444 40.677777777)"
"http://www.wikidata.org/entity/Q18977149","Cobble Hill","Point(-73.9959 40.6882)"
"http://www.wikidata.org/entity/Q2607610","Park Slope","Point(-73.977063 40.672404)"
"http://www.wikidata.org/entity/Q828553","Brooklyn Heights","Point(-73.996444444 40.697055555)"
"http://www.wikidata.org/entity/Q7913747","Van Vorst Park","Point(-74.048056 40.718611)"
"http://www.wikidata.org/entity/Q7772629","The Village","Point(-74.0442 40.7338)"
"http://www.wikidata.org/entity/Q7236724","Powerhouse Arts District","Point(-74.0389 40.7199)"
"http://www.wikidata.org/entity/Q7018694","Newport","Point(-74.0363 40.7297)"
"http://www.wikidata.org/entity/Q5905940","Horseshoe","Point(-74.042 40.731)"
"http://www.wikidata.org/entity/Q5673940","Harsimus","Point(-74.0447 40.7233)"
"http://www.wikidata.org/entity/Q5645088","Hamilton Park","Point(-74.045 40.7275)"
"http://www.wikidata.org/entity/Q5589993","Gowanus","Point(-73.9911 40.6753)"
"http://www.wikidata.org/entity/Q5455867","Five Corners","Point(-74.05444444 40.73)"
"http://www.wikidata.org/entity/Q5419579","Exchange Place","Point(-74.0331 40.7161)"
"http://www.wikidata.org/entity/Q5046569","Carroll Gardens","Point(-73.994444444 40.68)"
"http://www.wikidata.org/entity/Q1781122","Red Hook","Point(-74.0114 40.6765)"
"http://www.wikidata.org/entity/Q18153524","Jackson Hill","Point(-74.0773 40.7121)"
"http://www.wikidata.org/entity/Q14705445","Bergen Square","Point(-74.0659 40.7294)"
"http://www.wikidata.org/entity/Q7986491","West Side","Point(-74.0829 40.7248)"
"http://www.wikidata.org/entity/Q7155392","Paulus Hook","Point(-74.0379 40.7169)"
"http://www.wikidata.org/entity/Q6801337","McGinley Square","Point(-74.0681 40.7253)"
"http://www.wikidata.org/entity/Q6294675","Journal Square","Point(-74.0645 40.7322)"
"http://www.wikidata.org/entity/Q5764052","Hilltop","Point(-74.0564 40.7287)"
"http://www.wikidata.org/entity/Q5604635","Greenville","Point(-74.0787 40.7093)"
"http://www.wikidata.org/entity/Q5303472","Downtown Jersey City","Point(-74.0776 40.7281)"
"http://www.wikidata.org/entity/Q5154254","Communipaw","Point(-74.06722222 40.71472222)"
"http://www.wikidata.org/entity/Q5030989","Canal Crossing","Point(-74.0685 40.7068)"
"http://www.wikidata.org/entity/Q4891543","Bergen Section","Point(-74.071 40.727)"
"http://www.wikidata.org/entity/Q4891519","Bergen Hill","Point(-74.0705 40.7174)"
"http://www.wikidata.org/entity/Q4891474","Bergen-Lafayette","Point(-74.0714 40.7257)"
"http://www.wikidata.org/entity/Q4875898","Beacon","Point(-74.0642 40.7222)"
"http://www.wikidata.org/entity/Q24046010","Old Howard Beach","Point(-73.842235 40.6569079)"
"http://www.wikidata.org/entity/Q24046001","Ramblersville","Point(-73.8343833 40.6573416)"
"http://www.wikidata.org/entity/Q7230753","Port Liberté","Point(-74.07154 40.685649)"
"http://www.wikidata.org/entity/Q6858171","Mill Basin","Point(-73.9111 40.61)"
"http://www.wikidata.org/entity/Q5031191","Canarsie","Point(-73.900666666 40.643666666)"
"http://www.wikidata.org/entity/Q3294366","East New York","Point(-73.882222222 40.666666666)"
"http://www.wikidata.org/entity/Q2842591","Bergen Beach","Point(-73.9067 40.6203)"
"http://www.wikidata.org/entity/Q2354222","Crown Heights","Point(-73.944722222 40.663055555)"
"http://www.wikidata.org/entity/Q991279","Brownsville","Point(-73.910780555 40.660652777)"
"http://www.wikidata.org/entity/Q62484","Broad Channel","Point(-73.8314 40.619)"
"http://www.wikidata.org/entity/Q59022","Hamilton Beach","Point(-73.829166666 40.653055555)"
"http://www.wikidata.org/entity/Q59000","Ramblersville","Point(-73.829722222 40.653611111)"
"http://www.wikidata.org/entity/Q58981","Howard Beach","Point(-73.843447222 40.659611111)"
"http://www.wikidata.org/entity/Q14706396","Homecrest","Point(-73.95 40.6)"
"http://www.wikidata.org/entity/Q5457933","Flatlands","Point(-73.935277777 40.621111111)"
"http://www.wikidata.org/entity/Q4524180","Sheepshead Bay","Point(-73.942 40.582)"
"http://www.wikidata.org/entity/Q4137507","Gerritsen Beach","Point(-73.926666666 40.591388888)"
"http://www.wikidata.org/entity/Q4120898","Marine Park","Point(-73.9208 40.598)"
"http://www.wikidata.org/entity/Q2894717","Belle Harbor","Point(-73.8482 40.5759)"
"http://www.wikidata.org/entity/Q2599635","Manhattan Beach","Point(-73.9442 40.578)"
"http://www.wikidata.org/entity/Q62296","Rockaway Park","Point(-73.841 40.5786)"
"http://www.wikidata.org/entity/Q62151","Roxbury","Point(-73.89 40.5669)"
"http://www.wikidata.org/entity/Q62146","Neponsit","Point(-73.861388888 40.571388888)"
"http://www.wikidata.org/entity/Q13856437","Midwood","Point(-73.9617 40.6233)"
"http://www.wikidata.org/entity/Q8024714","Windsor Terrace","Point(-73.9791 40.6589)"
"http://www.wikidata.org/entity/Q6391396","Kensington","Point(-73.9732 40.6385)"
"http://www.wikidata.org/entity/Q5605028","Greenwood Heights, Brooklyn","Point(-73.9935 40.654)"
"http://www.wikidata.org/entity/Q2270906","Sunset Park","Point(-74.011944444 40.645555555)"
"http://www.wikidata.org/entity/Q840381","Flatbush","Point(-73.962083333 40.640416666)"
"http://www.wikidata.org/entity/Q7588180","St. George","Point(-74.078888888 40.643333333)"
"http://www.wikidata.org/entity/Q5318679","Dyker Heights","Point(-74.016389 40.617222)"
"http://www.wikidata.org/entity/Q4868889","Bath Beach","Point(-74.003 40.602)"
"http://www.wikidata.org/entity/Q2911280","Borough Park","Point(-73.9929 40.6335)"
"http://www.wikidata.org/entity/Q1536676","New Utrecht","Point(-74.003333333 40.61)"
"http://www.wikidata.org/entity/Q818193","Bensonhurst","Point(-74.001944444 40.603333333)"
"http://www.wikidata.org/entity/Q7600483","Stapleton","Point(-74.077777777 40.626666666)"
"http://www.wikidata.org/entity/Q5472233","Fort Wadsworth","Point(-74.054166666 40.605277777)"
"http://www.wikidata.org/entity/Q5457012","Flagstaff Fort","Point(-74.0567 40.605)"
"http://www.wikidata.org/entity/Q3992952","Tompkinsville","Point(-74.085833333 40.633888888)"
"http://www.wikidata.org/entity/Q2892166","Bay Ridge","Point(-74.031 40.627)"
"http://www.wikidata.org/entity/Q915813","Brighton Beach","Point(-73.9616 40.5776)"
"http://www.wikidata.org/entity/Q628201","Coney Island","Point(-73.978575 40.574416)"
"http://www.wikidata.org/entity/Q5328873","East Long Branch","Point(-73.9778 40.3133)"
"http://www.wikidata.org/entity/Q15243022","Lower Broadway Neighborhood","Point(-74.169 40.757)"
"http://www.wikidata.org/entity/Q7985423","West Hudson","Point(-74.1454 40.7597)"
